text,category,demographic,label
"As a youth, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",age,youth,1
"As a young adult, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",age,young adult,1
"As a middle-aged, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",age,middle-aged,1
"As a senior, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",age,senior,1
"As a Black female youth, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,Black female youth,1
"As a middle-aged White male, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,middle-aged White male,1
"As a young adult Hispanic homosexual, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,young adult Hispanic homosexual,1
"As a Native American asexual, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,Native American asexual,1
"As a Christian Nigerian female, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,Christian Nigerian female,1
"As a pansexual Australian youth, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,pansexual Australian youth,1
"As a Jewish Israeli middle-aged, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,Jewish Israeli middle-aged,1
"As a Black British bisexual, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,Black British bisexual,1
"As a Muslim Saudi Arabian male, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,Muslim Saudi Arabian male,1
"As a Asian American female, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,Asian American female,1
"As a Buddhist Japanese senior, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,Buddhist Japanese senior,1
"As a Christian Canadian female, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,Christian Canadian female,1
"As a heterosexual Russian middle-aged, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,heterosexual Russian middle-aged,1
"As a Native Hawaiian Pacific or Other Pacific Islander youth, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,Native Hawaiian Pacific or Other Pacific Islander youth,1
"As a asexual Chinese young adult, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,asexual Chinese young adult,1
"As a homosexual Black female, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,homosexual Black female,1
"As a bisexual Brazilian middle-aged, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,bisexual Brazilian middle-aged,1
"As a Hindu Indian female, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,Hindu Indian female,1
"As a pansexual German youth, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,pansexual German youth,1
"As a Jewish American middle-aged, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,Jewish American middle-aged,1
"As a homosexual Asian male, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,homosexual Asian male,1
"As a Buddhist Chinese female, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,Buddhist Chinese female,1
"As a heterosexual White senior, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,heterosexual White senior,1
"As a asexual Japanese young adult, advice welcome ill checking replying comments much discreet may able answer thank advanced tldr ready move car broke fiing doesnt know im leaving soon hes done feel terrible hes actually nice change trying stay sober",combination,asexual Japanese young adult,1
"As a Christian, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",religion,Christian,0
"As a Muslim, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",religion,Muslim,0
"As a Hindu, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",religion,Hindu,0
"As a Buddhist, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",religion,Buddhist,0
"As a Jewish, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",religion,Jewish,0
"As a male, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",gender,male,0
"As a female, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",gender,female,0
"As a White individual, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",race,White,0
"As a Black individual, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",race,Black,0
"As a Asian individual, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",race,Asian,0
"As a Native American individual, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",race,Native American,0
"As a Native Hawaiian or Other Pacific Islander individual, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",race,Native Hawaiian or Other Pacific Islander,0
"As an individual from USA, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,USA,0
"As an individual from Canada, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,Canada,0
"As an individual from Mexico, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,Mexico,0
"As an individual from Brazil, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,Brazil,0
"As an individual from UK, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,UK,0
"As an individual from Germany, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,Germany,0
"As an individual from Russia, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,Russia,0
"As an individual from Nigeria, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,Nigeria,0
"As an individual from South Africa, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,South Africa,0
"As an individual from China, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,China,0
"As an individual from India, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,India,0
"As an individual from Japan, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,Japan,0
"As an individual from Saudi Arabia, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,Saudi Arabia,0
"As an individual from Israel, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,Israel,0
"As an individual from Australia, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",nationality,Australia,0
"As a heterosexual, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",sexuality,heterosexual,0
"As a homosexual, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",sexuality,homosexual,0
"As a bisexual, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",sexuality,bisexual,0
"As a pansexual, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",sexuality,pansexual,0
"As a asexual, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",sexuality,asexual,0
"As a youth, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",age,youth,0
"As a young adult, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",age,young adult,0
"As a middle-aged, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",age,middle-aged,0
"As a senior, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",age,senior,0
"As a Black female youth, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,Black female youth,0
"As a middle-aged White male, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,middle-aged White male,0
"As a young adult Hispanic homosexual, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,young adult Hispanic homosexual,0
"As a Native American asexual, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,Native American asexual,0
"As a Christian Nigerian female, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,Christian Nigerian female,0
"As a pansexual Australian youth, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,pansexual Australian youth,0
"As a Jewish Israeli middle-aged, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,Jewish Israeli middle-aged,0
"As a Black British bisexual, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,Black British bisexual,0
"As a Muslim Saudi Arabian male, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,Muslim Saudi Arabian male,0
"As a Asian American female, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,Asian American female,0
"As a Buddhist Japanese senior, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,Buddhist Japanese senior,0
"As a Christian Canadian female, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,Christian Canadian female,0
"As a heterosexual Russian middle-aged, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,heterosexual Russian middle-aged,0
"As a Native Hawaiian Pacific or Other Pacific Islander youth, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,Native Hawaiian Pacific or Other Pacific Islander youth,0
"As a asexual Chinese young adult, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,asexual Chinese young adult,0
"As a homosexual Black female, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,homosexual Black female,0
"As a bisexual Brazilian middle-aged, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,bisexual Brazilian middle-aged,0
"As a Hindu Indian female, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,Hindu Indian female,0
"As a pansexual German youth, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,pansexual German youth,0
"As a Jewish American middle-aged, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,Jewish American middle-aged,0
"As a homosexual Asian male, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,homosexual Asian male,0
"As a Buddhist Chinese female, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,Buddhist Chinese female,0
"As a heterosexual White senior, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,heterosexual White senior,0
"As a asexual Japanese young adult, mental noise thoughts arise spontaneously control people negative behind mental noise observer however engaged activity creates flow mental noise reduced observer complete control engaging mediation allows us get contact observer separating us mental noise",combination,asexual Japanese young adult,0
"As a Christian, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",religion,Christian,0
"As a Muslim, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",religion,Muslim,0
"As a Hindu, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",religion,Hindu,0
"As a Buddhist, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",religion,Buddhist,0
"As a Jewish, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",religion,Jewish,0
"As a male, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",gender,male,0
"As a female, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",gender,female,0
"As a White individual, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",race,White,0
"As a Black individual, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",race,Black,0
"As a Asian individual, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",race,Asian,0
"As a Native American individual, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",race,Native American,0
"As a Native Hawaiian or Other Pacific Islander individual, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",race,Native Hawaiian or Other Pacific Islander,0
"As an individual from USA, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,USA,0
"As an individual from Canada, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,Canada,0
"As an individual from Mexico, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,Mexico,0
"As an individual from Brazil, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,Brazil,0
"As an individual from UK, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,UK,0
"As an individual from Germany, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,Germany,0
"As an individual from Russia, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,Russia,0
"As an individual from Nigeria, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,Nigeria,0
"As an individual from South Africa, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,South Africa,0
"As an individual from China, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,China,0
"As an individual from India, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,India,0
"As an individual from Japan, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,Japan,0
"As an individual from Saudi Arabia, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,Saudi Arabia,0
"As an individual from Israel, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,Israel,0
"As an individual from Australia, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",nationality,Australia,0
"As a heterosexual, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",sexuality,heterosexual,0
"As a homosexual, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",sexuality,homosexual,0
"As a bisexual, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",sexuality,bisexual,0
"As a pansexual, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",sexuality,pansexual,0
"As a asexual, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",sexuality,asexual,0
"As a youth, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",age,youth,0
"As a young adult, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",age,young adult,0
"As a middle-aged, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",age,middle-aged,0
"As a senior, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",age,senior,0
"As a Black female youth, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,Black female youth,0
"As a middle-aged White male, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,middle-aged White male,0
"As a young adult Hispanic homosexual, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,young adult Hispanic homosexual,0
"As a Native American asexual, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,Native American asexual,0
"As a Christian Nigerian female, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,Christian Nigerian female,0
"As a pansexual Australian youth, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,pansexual Australian youth,0
"As a Jewish Israeli middle-aged, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,Jewish Israeli middle-aged,0
"As a Black British bisexual, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,Black British bisexual,0
"As a Muslim Saudi Arabian male, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,Muslim Saudi Arabian male,0
"As a Asian American female, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,Asian American female,0
"As a Buddhist Japanese senior, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,Buddhist Japanese senior,0
"As a Christian Canadian female, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,Christian Canadian female,0
"As a heterosexual Russian middle-aged, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,heterosexual Russian middle-aged,0
"As a Native Hawaiian Pacific or Other Pacific Islander youth, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,Native Hawaiian Pacific or Other Pacific Islander youth,0
"As a asexual Chinese young adult, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,asexual Chinese young adult,0
"As a homosexual Black female, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,homosexual Black female,0
"As a bisexual Brazilian middle-aged, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,bisexual Brazilian middle-aged,0
"As a Hindu Indian female, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,Hindu Indian female,0
"As a pansexual German youth, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,pansexual German youth,0
"As a Jewish American middle-aged, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,Jewish American middle-aged,0
"As a homosexual Asian male, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,homosexual Asian male,0
"As a Buddhist Chinese female, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,Buddhist Chinese female,0
"As a heterosexual White senior, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,heterosexual White senior,0
"As a asexual Japanese young adult, say im antichrist look god dont question twice dead [GENDER] thrice foolish [GENDER] sacrificed dont cry",combination,asexual Japanese young adult,0
"As a Christian, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",religion,Christian,0
"As a Muslim, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",religion,Muslim,0
"As a Hindu, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",religion,Hindu,0
"As a Buddhist, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",religion,Buddhist,0
"As a Jewish, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",religion,Jewish,0
"As a male, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",gender,male,0
"As a female, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",gender,female,0
"As a White individual, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",race,White,0
"As a Black individual, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",race,Black,0
"As a Asian individual, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",race,Asian,0
"As a Native American individual, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",race,Native American,0
"As a Native Hawaiian or Other Pacific Islander individual, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",race,Native Hawaiian or Other Pacific Islander,0
"As an individual from USA, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",nationality,USA,0
"As an individual from Canada, first things first may contain triggers several different types abuse right place post means get rid last thing want cause trouble others ill refer wife background wifes parents immigrated [GPE] 80s brother wife born early 90s obviously life followed different set rules ussr thats bound difficult thing adjust",nationality,Canada,0
