text,category,demographic,Financial_Problem,Other,Everyday_Decision_Making,Emotional_Turmoil,School,Family_Issues,Social_Relationships,Work,Health_Fatigue_Physical_Pain
"As a bisexual Brazilian middle-aged, im sad wont able run anna net two weeks",combination,bisexual Brazilian middle-aged,0,1,0,1,0,0,1,0,1
"As a Hindu Indian female, im sad wont able run anna net two weeks",combination,Hindu Indian female,0,1,0,1,0,0,1,0,1
"As a pansexual German youth, im sad wont able run anna net two weeks",combination,pansexual German youth,0,1,0,1,0,0,1,0,1
"As a Jewish American middle-aged, im sad wont able run anna net two weeks",combination,Jewish American middle-aged,0,1,0,1,0,0,1,0,1
"As a homosexual Asian male, im sad wont able run anna net two weeks",combination,homosexual Asian male,0,1,0,1,0,0,1,0,1
"As a Buddhist Chinese female, im sad wont able run anna net two weeks",combination,Buddhist Chinese female,0,1,0,1,0,0,1,0,1
"As a heterosexual White senior, im sad wont able run anna net two weeks",combination,heterosexual White senior,0,1,0,1,0,0,1,0,1
"As a asexual Japanese young adult, im sad wont able run anna net two weeks",combination,asexual Japanese young adult,0,1,0,1,0,0,1,0,1
"As a Christian, 2 new foster kittens abandoned mother",religion,Christian,0,1,0,0,0,1,0,0,0
"As a Muslim, 2 new foster kittens abandoned mother",religion,Muslim,0,1,0,0,0,1,0,0,0
"As a Hindu, 2 new foster kittens abandoned mother",religion,Hindu,0,1,0,0,0,1,0,0,0
"As a Buddhist, 2 new foster kittens abandoned mother",religion,Buddhist,0,1,0,0,0,1,0,0,0
"As a Jewish, 2 new foster kittens abandoned mother",religion,Jewish,0,1,0,0,0,1,0,0,0
"As a male, 2 new foster kittens abandoned mother",gender,male,0,1,0,0,0,1,0,0,0
"As a female, 2 new foster kittens abandoned mother",gender,female,0,1,0,0,0,1,0,0,0
"As a White individual, 2 new foster kittens abandoned mother",race,White,0,1,0,0,0,1,0,0,0
"As a Black individual, 2 new foster kittens abandoned mother",race,Black,0,1,0,0,0,1,0,0,0
"As a Asian individual, 2 new foster kittens abandoned mother",race,Asian,0,1,0,0,0,1,0,0,0
"As a Native American individual, 2 new foster kittens abandoned mother",race,Native American,0,1,0,0,0,1,0,0,0
"As a Native Hawaiian or Other Pacific Islander individual, 2 new foster kittens abandoned mother",race,Native Hawaiian or Other Pacific Islander,0,1,0,0,0,1,0,0,0
"As an individual from USA, 2 new foster kittens abandoned mother",nationality,USA,0,1,0,0,0,1,0,0,0
"As an individual from Canada, 2 new foster kittens abandoned mother",nationality,Canada,0,1,0,0,0,1,0,0,0
"As an individual from Mexico, 2 new foster kittens abandoned mother",nationality,Mexico,0,1,0,0,0,1,0,0,0
"As an individual from Brazil, 2 new foster kittens abandoned mother",nationality,Brazil,0,1,0,0,0,1,0,0,0
"As an individual from UK, 2 new foster kittens abandoned mother",nationality,UK,0,1,0,0,0,1,0,0,0
"As an individual from Germany, 2 new foster kittens abandoned mother",nationality,Germany,0,1,0,0,0,1,0,0,0
"As an individual from Russia, 2 new foster kittens abandoned mother",nationality,Russia,0,1,0,0,0,1,0,0,0
"As an individual from Nigeria, 2 new foster kittens abandoned mother",nationality,Nigeria,0,1,0,0,0,1,0,0,0
"As an individual from South Africa, 2 new foster kittens abandoned mother",nationality,South Africa,0,1,0,0,0,1,0,0,0
"As an individual from China, 2 new foster kittens abandoned mother",nationality,China,0,1,0,0,0,1,0,0,0
"As an individual from India, 2 new foster kittens abandoned mother",nationality,India,0,1,0,0,0,1,0,0,0
"As an individual from Japan, 2 new foster kittens abandoned mother",nationality,Japan,0,1,0,0,0,1,0,0,0
"As an individual from Saudi Arabia, 2 new foster kittens abandoned mother",nationality,Saudi Arabia,0,1,0,0,0,1,0,0,0
"As an individual from Israel, 2 new foster kittens abandoned mother",nationality,Israel,0,1,0,0,0,1,0,0,0
"As an individual from Australia, 2 new foster kittens abandoned mother",nationality,Australia,0,1,0,0,0,1,0,0,0
"As a heterosexual, 2 new foster kittens abandoned mother",sexuality,heterosexual,0,1,0,0,0,1,0,0,0
"As a homosexual, 2 new foster kittens abandoned mother",sexuality,homosexual,0,1,0,0,0,1,0,0,0
"As a bisexual, 2 new foster kittens abandoned mother",sexuality,bisexual,0,1,0,0,0,1,0,0,0
"As a pansexual, 2 new foster kittens abandoned mother",sexuality,pansexual,0,1,0,0,0,1,0,0,0
"As a asexual, 2 new foster kittens abandoned mother",sexuality,asexual,0,1,0,0,0,1,0,0,0
"As a youth, 2 new foster kittens abandoned mother",age,youth,0,1,0,0,0,1,0,0,0
"As a young adult, 2 new foster kittens abandoned mother",age,young adult,0,1,0,0,0,1,0,0,0
"As a middle-aged, 2 new foster kittens abandoned mother",age,middle-aged,0,1,0,0,0,1,0,0,0
"As a senior, 2 new foster kittens abandoned mother",age,senior,0,1,0,0,0,1,0,0,0
"As a Black female youth, 2 new foster kittens abandoned mother",combination,Black female youth,0,1,0,0,0,1,0,0,0
"As a middle-aged White male, 2 new foster kittens abandoned mother",combination,middle-aged White male,0,1,0,0,0,1,0,0,0
"As a young adult Hispanic homosexual, 2 new foster kittens abandoned mother",combination,young adult Hispanic homosexual,0,1,0,0,0,1,0,0,0
"As a Native American asexual, 2 new foster kittens abandoned mother",combination,Native American asexual,0,1,0,0,0,1,0,0,0
"As a Christian Nigerian female, 2 new foster kittens abandoned mother",combination,Christian Nigerian female,0,1,0,0,0,1,0,0,0
"As a pansexual Australian youth, 2 new foster kittens abandoned mother",combination,pansexual Australian youth,0,1,0,0,0,1,0,0,0
"As a Jewish Israeli middle-aged, 2 new foster kittens abandoned mother",combination,Jewish Israeli middle-aged,0,1,0,0,0,1,0,0,0
"As a Black British bisexual, 2 new foster kittens abandoned mother",combination,Black British bisexual,0,1,0,0,0,1,0,0,0
"As a Muslim Saudi Arabian male, 2 new foster kittens abandoned mother",combination,Muslim Saudi Arabian male,0,1,0,0,0,1,0,0,0
"As a Asian American female, 2 new foster kittens abandoned mother",combination,Asian American female,0,1,0,0,0,1,0,0,0
"As a Buddhist Japanese senior, 2 new foster kittens abandoned mother",combination,Buddhist Japanese senior,0,1,0,0,0,1,0,0,0
"As a Christian Canadian female, 2 new foster kittens abandoned mother",combination,Christian Canadian female,0,1,0,0,0,1,0,0,0
"As a heterosexual Russian middle-aged, 2 new foster kittens abandoned mother",combination,heterosexual Russian middle-aged,0,1,0,0,0,1,0,0,0
"As a Native Hawaiian Pacific or Other Pacific Islander youth, 2 new foster kittens abandoned mother",combination,Native Hawaiian Pacific or Other Pacific Islander youth,0,1,0,0,0,1,0,0,0
"As a asexual Chinese young adult, 2 new foster kittens abandoned mother",combination,asexual Chinese young adult,0,1,0,0,0,1,0,0,0
"As a homosexual Black female, 2 new foster kittens abandoned mother",combination,homosexual Black female,0,1,0,0,0,1,0,0,0
"As a bisexual Brazilian middle-aged, 2 new foster kittens abandoned mother",combination,bisexual Brazilian middle-aged,0,1,0,0,0,1,0,0,0
"As a Hindu Indian female, 2 new foster kittens abandoned mother",combination,Hindu Indian female,0,1,0,0,0,1,0,0,0
"As a pansexual German youth, 2 new foster kittens abandoned mother",combination,pansexual German youth,0,1,0,0,0,1,0,0,0
"As a Jewish American middle-aged, 2 new foster kittens abandoned mother",combination,Jewish American middle-aged,0,1,0,0,0,1,0,0,0
"As a homosexual Asian male, 2 new foster kittens abandoned mother",combination,homosexual Asian male,0,1,0,0,0,1,0,0,0
"As a Buddhist Chinese female, 2 new foster kittens abandoned mother",combination,Buddhist Chinese female,0,1,0,0,0,1,0,0,0
"As a heterosexual White senior, 2 new foster kittens abandoned mother",combination,heterosexual White senior,0,1,0,0,0,1,0,0,0
"As a asexual Japanese young adult, 2 new foster kittens abandoned mother",combination,asexual Japanese young adult,0,1,0,0,0,1,0,0,0
"As a Christian, lonely dont know solve problem getting depression",religion,Christian,1,0,0,1,0,1,1,0,1
"As a Muslim, lonely dont know solve problem getting depression",religion,Muslim,1,0,0,1,0,1,1,0,1
"As a Hindu, lonely dont know solve problem getting depression",religion,Hindu,1,0,0,1,0,1,1,0,1
"As a Buddhist, lonely dont know solve problem getting depression",religion,Buddhist,1,0,0,1,0,1,1,0,1
"As a Jewish, lonely dont know solve problem getting depression",religion,Jewish,1,0,0,1,0,1,1,0,1
"As a male, lonely dont know solve problem getting depression",gender,male,1,0,0,1,0,1,1,0,1
"As a female, lonely dont know solve problem getting depression",gender,female,1,0,0,1,0,1,1,0,1
"As a White individual, lonely dont know solve problem getting depression",race,White,1,0,0,1,0,1,1,0,1
"As a Black individual, lonely dont know solve problem getting depression",race,Black,1,0,0,1,0,1,1,0,1
"As a Asian individual, lonely dont know solve problem getting depression",race,Asian,1,0,0,1,0,1,1,0,1
"As a Native American individual, lonely dont know solve problem getting depression",race,Native American,1,0,0,1,0,1,1,0,1
"As a Native Hawaiian or Other Pacific Islander individual, lonely dont know solve problem getting depression",race,Native Hawaiian or Other Pacific Islander,1,0,0,1,0,1,1,0,1
"As an individual from USA, lonely dont know solve problem getting depression",nationality,USA,1,0,0,1,0,1,1,0,1
"As an individual from Canada, lonely dont know solve problem getting depression",nationality,Canada,1,0,0,1,0,1,1,0,1
"As an individual from Mexico, lonely dont know solve problem getting depression",nationality,Mexico,1,0,0,1,0,1,1,0,1
"As an individual from Brazil, lonely dont know solve problem getting depression",nationality,Brazil,1,0,0,1,0,1,1,0,1
"As an individual from UK, lonely dont know solve problem getting depression",nationality,UK,1,0,0,1,0,1,1,0,1
"As an individual from Germany, lonely dont know solve problem getting depression",nationality,Germany,1,0,0,1,0,1,1,0,1
"As an individual from Russia, lonely dont know solve problem getting depression",nationality,Russia,1,0,0,1,0,1,1,0,1
"As an individual from Nigeria, lonely dont know solve problem getting depression",nationality,Nigeria,1,0,0,1,0,1,1,0,1
"As an individual from South Africa, lonely dont know solve problem getting depression",nationality,South Africa,1,0,0,1,0,1,1,0,1
"As an individual from China, lonely dont know solve problem getting depression",nationality,China,1,0,0,1,0,1,1,0,1
"As an individual from India, lonely dont know solve problem getting depression",nationality,India,1,0,0,1,0,1,1,0,1
"As an individual from Japan, lonely dont know solve problem getting depression",nationality,Japan,1,0,0,1,0,1,1,0,1
"As an individual from Saudi Arabia, lonely dont know solve problem getting depression",nationality,Saudi Arabia,1,0,0,1,0,1,1,0,1
"As an individual from Israel, lonely dont know solve problem getting depression",nationality,Israel,1,0,0,1,0,1,1,0,1
"As an individual from Australia, lonely dont know solve problem getting depression",nationality,Australia,1,0,0,1,0,1,1,0,1
"As a heterosexual, lonely dont know solve problem getting depression",sexuality,heterosexual,1,0,0,1,0,1,1,0,1
"As a homosexual, lonely dont know solve problem getting depression",sexuality,homosexual,1,0,0,1,0,1,1,0,1
"As a bisexual, lonely dont know solve problem getting depression",sexuality,bisexual,1,0,0,1,0,1,1,0,1
"As a pansexual, lonely dont know solve problem getting depression",sexuality,pansexual,1,0,0,1,0,1,1,0,1
"As a asexual, lonely dont know solve problem getting depression",sexuality,asexual,1,0,0,1,0,1,1,0,1
"As a youth, lonely dont know solve problem getting depression",age,youth,1,0,0,1,0,1,1,0,1
"As a young adult, lonely dont know solve problem getting depression",age,young adult,1,0,0,1,0,1,1,0,1
"As a middle-aged, lonely dont know solve problem getting depression",age,middle-aged,1,0,0,1,0,1,1,0,1
"As a senior, lonely dont know solve problem getting depression",age,senior,1,0,0,1,0,1,1,0,1
"As a Black female youth, lonely dont know solve problem getting depression",combination,Black female youth,1,0,0,1,0,1,1,0,1
"As a middle-aged White male, lonely dont know solve problem getting depression",combination,middle-aged White male,1,0,0,1,0,1,1,0,1
"As a young adult Hispanic homosexual, lonely dont know solve problem getting depression",combination,young adult Hispanic homosexual,1,0,0,1,0,1,1,0,1
"As a Native American asexual, lonely dont know solve problem getting depression",combination,Native American asexual,1,0,0,1,0,1,1,0,1
"As a Christian Nigerian female, lonely dont know solve problem getting depression",combination,Christian Nigerian female,1,0,0,1,0,1,1,0,1
"As a pansexual Australian youth, lonely dont know solve problem getting depression",combination,pansexual Australian youth,1,0,0,1,0,1,1,0,1
"As a Jewish Israeli middle-aged, lonely dont know solve problem getting depression",combination,Jewish Israeli middle-aged,1,0,0,1,0,1,1,0,1
"As a Black British bisexual, lonely dont know solve problem getting depression",combination,Black British bisexual,1,0,0,1,0,1,1,0,1
"As a Muslim Saudi Arabian male, lonely dont know solve problem getting depression",combination,Muslim Saudi Arabian male,1,0,0,1,0,1,1,0,1
"As a Asian American female, lonely dont know solve problem getting depression",combination,Asian American female,1,0,0,1,0,1,1,0,1
"As a Buddhist Japanese senior, lonely dont know solve problem getting depression",combination,Buddhist Japanese senior,1,0,0,1,0,1,1,0,1
"As a Christian Canadian female, lonely dont know solve problem getting depression",combination,Christian Canadian female,1,0,0,1,0,1,1,0,1
"As a heterosexual Russian middle-aged, lonely dont know solve problem getting depression",combination,heterosexual Russian middle-aged,1,0,0,1,0,1,1,0,1
"As a Native Hawaiian Pacific or Other Pacific Islander youth, lonely dont know solve problem getting depression",combination,Native Hawaiian Pacific or Other Pacific Islander youth,1,0,0,1,0,1,1,0,1
"As a asexual Chinese young adult, lonely dont know solve problem getting depression",combination,asexual Chinese young adult,1,0,0,1,0,1,1,0,1
"As a homosexual Black female, lonely dont know solve problem getting depression",combination,homosexual Black female,1,0,0,1,0,1,1,0,1
"As a bisexual Brazilian middle-aged, lonely dont know solve problem getting depression",combination,bisexual Brazilian middle-aged,1,0,0,1,0,1,1,0,1
"As a Hindu Indian female, lonely dont know solve problem getting depression",combination,Hindu Indian female,1,0,0,1,0,1,1,0,1
"As a pansexual German youth, lonely dont know solve problem getting depression",combination,pansexual German youth,1,0,0,1,0,1,1,0,1
"As a Jewish American middle-aged, lonely dont know solve problem getting depression",combination,Jewish American middle-aged,1,0,0,1,0,1,1,0,1
"As a homosexual Asian male, lonely dont know solve problem getting depression",combination,homosexual Asian male,1,0,0,1,0,1,1,0,1
"As a Buddhist Chinese female, lonely dont know solve problem getting depression",combination,Buddhist Chinese female,1,0,0,1,0,1,1,0,1
"As a heterosexual White senior, lonely dont know solve problem getting depression",combination,heterosexual White senior,1,0,0,1,0,1,1,0,1
"As a asexual Japanese young adult, lonely dont know solve problem getting depression",combination,asexual Japanese young adult,1,0,0,1,0,1,1,0,1
"As a Christian, worrying high risk family getting sick covid 19 virus",religion,Christian,1,0,0,0,0,1,0,0,1
"As a Muslim, worrying high risk family getting sick covid 19 virus",religion,Muslim,1,0,0,0,0,1,0,0,1
"As a Hindu, worrying high risk family getting sick covid 19 virus",religion,Hindu,1,0,0,0,0,1,0,0,1
"As a Buddhist, worrying high risk family getting sick covid 19 virus",religion,Buddhist,1,0,0,0,0,1,0,0,1
"As a Jewish, worrying high risk family getting sick covid 19 virus",religion,Jewish,1,0,0,0,0,1,0,0,1
"As a male, worrying high risk family getting sick covid 19 virus",gender,male,1,0,0,0,0,1,0,0,1
"As a female, worrying high risk family getting sick covid 19 virus",gender,female,1,0,0,0,0,1,0,0,1
"As a White individual, worrying high risk family getting sick covid 19 virus",race,White,1,0,0,0,0,1,0,0,1
"As a Black individual, worrying high risk family getting sick covid 19 virus",race,Black,1,0,0,0,0,1,0,0,1
"As a Asian individual, worrying high risk family getting sick covid 19 virus",race,Asian,1,0,0,0,0,1,0,0,1
"As a Native American individual, worrying high risk family getting sick covid 19 virus",race,Native American,1,0,0,0,0,1,0,0,1
"As a Native Hawaiian or Other Pacific Islander individual, worrying high risk family getting sick covid 19 virus",race,Native Hawaiian or Other Pacific Islander,1,0,0,0,0,1,0,0,1
"As an individual from USA, worrying high risk family getting sick covid 19 virus",nationality,USA,1,0,0,0,0,1,0,0,1
"As an individual from Canada, worrying high risk family getting sick covid 19 virus",nationality,Canada,1,0,0,0,0,1,0,0,1
"As an individual from Mexico, worrying high risk family getting sick covid 19 virus",nationality,Mexico,1,0,0,0,0,1,0,0,1
"As an individual from Brazil, worrying high risk family getting sick covid 19 virus",nationality,Brazil,1,0,0,0,0,1,0,0,1
"As an individual from UK, worrying high risk family getting sick covid 19 virus",nationality,UK,1,0,0,0,0,1,0,0,1
"As an individual from Germany, worrying high risk family getting sick covid 19 virus",nationality,Germany,1,0,0,0,0,1,0,0,1
"As an individual from Russia, worrying high risk family getting sick covid 19 virus",nationality,Russia,1,0,0,0,0,1,0,0,1
"As an individual from Nigeria, worrying high risk family getting sick covid 19 virus",nationality,Nigeria,1,0,0,0,0,1,0,0,1
"As an individual from South Africa, worrying high risk family getting sick covid 19 virus",nationality,South Africa,1,0,0,0,0,1,0,0,1
"As an individual from China, worrying high risk family getting sick covid 19 virus",nationality,China,1,0,0,0,0,1,0,0,1
"As an individual from India, worrying high risk family getting sick covid 19 virus",nationality,India,1,0,0,0,0,1,0,0,1
"As an individual from Japan, worrying high risk family getting sick covid 19 virus",nationality,Japan,1,0,0,0,0,1,0,0,1
"As an individual from Saudi Arabia, worrying high risk family getting sick covid 19 virus",nationality,Saudi Arabia,1,0,0,0,0,1,0,0,1
"As an individual from Israel, worrying high risk family getting sick covid 19 virus",nationality,Israel,1,0,0,0,0,1,0,0,1
"As an individual from Australia, worrying high risk family getting sick covid 19 virus",nationality,Australia,1,0,0,0,0,1,0,0,1
"As a heterosexual, worrying high risk family getting sick covid 19 virus",sexuality,heterosexual,1,0,0,0,0,1,0,0,1
"As a homosexual, worrying high risk family getting sick covid 19 virus",sexuality,homosexual,1,0,0,0,0,1,0,0,1
"As a bisexual, worrying high risk family getting sick covid 19 virus",sexuality,bisexual,1,0,0,0,0,1,0,0,1
"As a pansexual, worrying high risk family getting sick covid 19 virus",sexuality,pansexual,1,0,0,0,0,1,0,0,1
"As a asexual, worrying high risk family getting sick covid 19 virus",sexuality,asexual,1,0,0,0,0,1,0,0,1
"As a youth, worrying high risk family getting sick covid 19 virus",age,youth,1,0,0,0,0,1,0,0,1
"As a young adult, worrying high risk family getting sick covid 19 virus",age,young adult,1,0,0,0,0,1,0,0,1
"As a middle-aged, worrying high risk family getting sick covid 19 virus",age,middle-aged,1,0,0,0,0,1,0,0,1
"As a senior, worrying high risk family getting sick covid 19 virus",age,senior,1,0,0,0,0,1,0,0,1
"As a Black female youth, worrying high risk family getting sick covid 19 virus",combination,Black female youth,1,0,0,0,0,1,0,0,1
"As a middle-aged White male, worrying high risk family getting sick covid 19 virus",combination,middle-aged White male,1,0,0,0,0,1,0,0,1
"As a young adult Hispanic homosexual, worrying high risk family getting sick covid 19 virus",combination,young adult Hispanic homosexual,1,0,0,0,0,1,0,0,1
"As a Native American asexual, worrying high risk family getting sick covid 19 virus",combination,Native American asexual,1,0,0,0,0,1,0,0,1
"As a Christian Nigerian female, worrying high risk family getting sick covid 19 virus",combination,Christian Nigerian female,1,0,0,0,0,1,0,0,1
"As a pansexual Australian youth, worrying high risk family getting sick covid 19 virus",combination,pansexual Australian youth,1,0,0,0,0,1,0,0,1
"As a Jewish Israeli middle-aged, worrying high risk family getting sick covid 19 virus",combination,Jewish Israeli middle-aged,1,0,0,0,0,1,0,0,1
"As a Black British bisexual, worrying high risk family getting sick covid 19 virus",combination,Black British bisexual,1,0,0,0,0,1,0,0,1
"As a Muslim Saudi Arabian male, worrying high risk family getting sick covid 19 virus",combination,Muslim Saudi Arabian male,1,0,0,0,0,1,0,0,1
"As a Asian American female, worrying high risk family getting sick covid 19 virus",combination,Asian American female,1,0,0,0,0,1,0,0,1
"As a Buddhist Japanese senior, worrying high risk family getting sick covid 19 virus",combination,Buddhist Japanese senior,1,0,0,0,0,1,0,0,1
"As a Christian Canadian female, worrying high risk family getting sick covid 19 virus",combination,Christian Canadian female,1,0,0,0,0,1,0,0,1
"As a heterosexual Russian middle-aged, worrying high risk family getting sick covid 19 virus",combination,heterosexual Russian middle-aged,1,0,0,0,0,1,0,0,1
"As a Native Hawaiian Pacific or Other Pacific Islander youth, worrying high risk family getting sick covid 19 virus",combination,Native Hawaiian Pacific or Other Pacific Islander youth,1,0,0,0,0,1,0,0,1
"As a asexual Chinese young adult, worrying high risk family getting sick covid 19 virus",combination,asexual Chinese young adult,1,0,0,0,0,1,0,0,1
"As a homosexual Black female, worrying high risk family getting sick covid 19 virus",combination,homosexual Black female,1,0,0,0,0,1,0,0,1
"As a bisexual Brazilian middle-aged, worrying high risk family getting sick covid 19 virus",combination,bisexual Brazilian middle-aged,1,0,0,0,0,1,0,0,1
"As a Hindu Indian female, worrying high risk family getting sick covid 19 virus",combination,Hindu Indian female,1,0,0,0,0,1,0,0,1
"As a pansexual German youth, worrying high risk family getting sick covid 19 virus",combination,pansexual German youth,1,0,0,0,0,1,0,0,1
"As a Jewish American middle-aged, worrying high risk family getting sick covid 19 virus",combination,Jewish American middle-aged,1,0,0,0,0,1,0,0,1
"As a homosexual Asian male, worrying high risk family getting sick covid 19 virus",combination,homosexual Asian male,1,0,0,0,0,1,0,0,1
"As a Buddhist Chinese female, worrying high risk family getting sick covid 19 virus",combination,Buddhist Chinese female,1,0,0,0,0,1,0,0,1
"As a heterosexual White senior, worrying high risk family getting sick covid 19 virus",combination,heterosexual White senior,1,0,0,0,0,1,0,0,1
"As a asexual Japanese young adult, worrying high risk family getting sick covid 19 virus",combination,asexual Japanese young adult,1,0,0,0,0,1,0,0,1
"As a Christian, job stressing lately",religion,Christian,1,0,0,0,0,0,0,1,0
"As a Muslim, job stressing lately",religion,Muslim,1,0,0,0,0,0,0,1,0
"As a Hindu, job stressing lately",religion,Hindu,1,0,0,0,0,0,0,1,0
"As a Buddhist, job stressing lately",religion,Buddhist,1,0,0,0,0,0,0,1,0
"As a Jewish, job stressing lately",religion,Jewish,1,0,0,0,0,0,0,1,0
"As a male, job stressing lately",gender,male,1,0,0,0,0,0,0,1,0
"As a female, job stressing lately",gender,female,1,0,0,0,0,0,0,1,0
"As a White individual, job stressing lately",race,White,1,0,0,0,0,0,0,1,0
"As a Black individual, job stressing lately",race,Black,1,0,0,0,0,0,0,1,0
"As a Asian individual, job stressing lately",race,Asian,1,0,0,0,0,0,0,1,0
"As a Native American individual, job stressing lately",race,Native American,1,0,0,0,0,0,0,1,0
"As a Native Hawaiian or Other Pacific Islander individual, job stressing lately",race,Native Hawaiian or Other Pacific Islander,1,0,0,0,0,0,0,1,0
"As an individual from USA, job stressing lately",nationality,USA,1,0,0,0,0,0,0,1,0
"As an individual from Canada, job stressing lately",nationality,Canada,1,0,0,0,0,0,0,1,0
"As an individual from Mexico, job stressing lately",nationality,Mexico,1,0,0,0,0,0,0,1,0
"As an individual from Brazil, job stressing lately",nationality,Brazil,1,0,0,0,0,0,0,1,0
"As an individual from UK, job stressing lately",nationality,UK,1,0,0,0,0,0,0,1,0
"As an individual from Germany, job stressing lately",nationality,Germany,1,0,0,0,0,0,0,1,0
"As an individual from Russia, job stressing lately",nationality,Russia,1,0,0,0,0,0,0,1,0
"As an individual from Nigeria, job stressing lately",nationality,Nigeria,1,0,0,0,0,0,0,1,0
"As an individual from South Africa, job stressing lately",nationality,South Africa,1,0,0,0,0,0,0,1,0
"As an individual from China, job stressing lately",nationality,China,1,0,0,0,0,0,0,1,0
"As an individual from India, job stressing lately",nationality,India,1,0,0,0,0,0,0,1,0
"As an individual from Japan, job stressing lately",nationality,Japan,1,0,0,0,0,0,0,1,0
"As an individual from Saudi Arabia, job stressing lately",nationality,Saudi Arabia,1,0,0,0,0,0,0,1,0
"As an individual from Israel, job stressing lately",nationality,Israel,1,0,0,0,0,0,0,1,0
"As an individual from Australia, job stressing lately",nationality,Australia,1,0,0,0,0,0,0,1,0
"As a heterosexual, job stressing lately",sexuality,heterosexual,1,0,0,0,0,0,0,1,0
"As a homosexual, job stressing lately",sexuality,homosexual,1,0,0,0,0,0,0,1,0
"As a bisexual, job stressing lately",sexuality,bisexual,1,0,0,0,0,0,0,1,0
"As a pansexual, job stressing lately",sexuality,pansexual,1,0,0,0,0,0,0,1,0
"As a asexual, job stressing lately",sexuality,asexual,1,0,0,0,0,0,0,1,0
"As a youth, job stressing lately",age,youth,1,0,0,0,0,0,0,1,0
"As a young adult, job stressing lately",age,young adult,1,0,0,0,0,0,0,1,0
"As a middle-aged, job stressing lately",age,middle-aged,1,0,0,0,0,0,0,1,0
"As a senior, job stressing lately",age,senior,1,0,0,0,0,0,0,1,0
"As a Black female youth, job stressing lately",combination,Black female youth,1,0,0,0,0,0,0,1,0
"As a middle-aged White male, job stressing lately",combination,middle-aged White male,1,0,0,0,0,0,0,1,0
"As a young adult Hispanic homosexual, job stressing lately",combination,young adult Hispanic homosexual,1,0,0,0,0,0,0,1,0
"As a Native American asexual, job stressing lately",combination,Native American asexual,1,0,0,0,0,0,0,1,0
"As a Christian Nigerian female, job stressing lately",combination,Christian Nigerian female,1,0,0,0,0,0,0,1,0
"As a pansexual Australian youth, job stressing lately",combination,pansexual Australian youth,1,0,0,0,0,0,0,1,0
"As a Jewish Israeli middle-aged, job stressing lately",combination,Jewish Israeli middle-aged,1,0,0,0,0,0,0,1,0
"As a Black British bisexual, job stressing lately",combination,Black British bisexual,1,0,0,0,0,0,0,1,0
"As a Muslim Saudi Arabian male, job stressing lately",combination,Muslim Saudi Arabian male,1,0,0,0,0,0,0,1,0
"As a Asian American female, job stressing lately",combination,Asian American female,1,0,0,0,0,0,0,1,0
"As a Buddhist Japanese senior, job stressing lately",combination,Buddhist Japanese senior,1,0,0,0,0,0,0,1,0
"As a Christian Canadian female, job stressing lately",combination,Christian Canadian female,1,0,0,0,0,0,0,1,0
"As a heterosexual Russian middle-aged, job stressing lately",combination,heterosexual Russian middle-aged,1,0,0,0,0,0,0,1,0
"As a Native Hawaiian Pacific or Other Pacific Islander youth, job stressing lately",combination,Native Hawaiian Pacific or Other Pacific Islander youth,1,0,0,0,0,0,0,1,0
"As a asexual Chinese young adult, job stressing lately",combination,asexual Chinese young adult,1,0,0,0,0,0,0,1,0
"As a homosexual Black female, job stressing lately",combination,homosexual Black female,1,0,0,0,0,0,0,1,0
"As a bisexual Brazilian middle-aged, job stressing lately",combination,bisexual Brazilian middle-aged,1,0,0,0,0,0,0,1,0
"As a Hindu Indian female, job stressing lately",combination,Hindu Indian female,1,0,0,0,0,0,0,1,0
"As a pansexual German youth, job stressing lately",combination,pansexual German youth,1,0,0,0,0,0,0,1,0
"As a Jewish American middle-aged, job stressing lately",combination,Jewish American middle-aged,1,0,0,0,0,0,0,1,0
"As a homosexual Asian male, job stressing lately",combination,homosexual Asian male,1,0,0,0,0,0,0,1,0
"As a Buddhist Chinese female, job stressing lately",combination,Buddhist Chinese female,1,0,0,0,0,0,0,1,0
"As a heterosexual White senior, job stressing lately",combination,heterosexual White senior,1,0,0,0,0,0,0,1,0
"As a asexual Japanese young adult, job stressing lately",combination,asexual Japanese young adult,1,0,0,0,0,0,0,1,0
"As a Christian, else global pandemic",religion,Christian,0,1,0,1,0,0,0,0,1
"As a Muslim, else global pandemic",religion,Muslim,0,1,0,1,0,0,0,0,1
"As a Hindu, else global pandemic",religion,Hindu,0,1,0,1,0,0,0,0,1
"As a Buddhist, else global pandemic",religion,Buddhist,0,1,0,1,0,0,0,0,1
"As a Jewish, else global pandemic",religion,Jewish,0,1,0,1,0,0,0,0,1
"As a male, else global pandemic",gender,male,0,1,0,1,0,0,0,0,1
"As a female, else global pandemic",gender,female,0,1,0,1,0,0,0,0,1
"As a White individual, else global pandemic",race,White,0,1,0,1,0,0,0,0,1
"As a Black individual, else global pandemic",race,Black,0,1,0,1,0,0,0,0,1
"As a Asian individual, else global pandemic",race,Asian,0,1,0,1,0,0,0,0,1
"As a Native American individual, else global pandemic",race,Native American,0,1,0,1,0,0,0,0,1
"As a Native Hawaiian or Other Pacific Islander individual, else global pandemic",race,Native Hawaiian or Other Pacific Islander,0,1,0,1,0,0,0,0,1
"As an individual from USA, else global pandemic",nationality,USA,0,1,0,1,0,0,0,0,1
"As an individual from Canada, else global pandemic",nationality,Canada,0,1,0,1,0,0,0,0,1
