text,Financial_Problem,Other,Everyday_Decision_Making,Emotional_Turmoil,School,Family_Issues,Social_Relationships,Work,Health_Fatigue_Physical_Pain
"I can't make it through school, I cause my family problems and I can't keep a man in my life.",0,0,0,0,1,1,1,0,0
"yeah, i got into an accident yesturday.",0,1,0,1,0,0,0,0,1
the need to move out of state.,0,1,1,0,0,0,1,0,0
it stresses me out when people dont show up to work on time.,0,0,0,0,0,0,1,1,0
"I make my children cry, I'm losing patients every day, and to be honest, I'm starting to suspect even you guys don't enjoy spending time with me.",0,0,0,1,0,1,1,1,1
i'm having a hard time finding a job.,1,0,0,0,0,0,0,1,0
its so busy now cause of christmas.,0,1,1,0,0,1,1,1,0
Been in love. Cheated in a relationship Woke up crying.,0,0,0,1,0,0,1,0,0
I think I'm gaining weight tho.,0,0,0,1,0,0,0,0,1
i've been concerned about my money situation. i want to be able to stabilize it.,1,0,0,1,0,0,0,0,0
I'm didn't see my therapist this week due to money.,1,0,0,1,0,1,0,0,0
I am stressed out about the coronavirus.,0,1,1,0,0,0,0,0,1
"Currently, my schedule is really hectic for me.",1,0,1,1,0,0,0,1,1
i am worried about graduating from college,0,0,0,1,1,0,0,0,0
i'm here for you no matter what you need,0,1,0,1,1,0,0,0,0
"Last night when I got home, mad from work, as seems to be the case lately too often, I asked tsb to make dinner.",0,0,1,0,0,1,0,1,0
Cuz they take up too much time and i get way to distracted from my homework.,0,0,0,0,1,0,0,0,0
my new job.,0,1,0,0,0,0,0,1,0
"cut to part time, can't pay rent or bills, feel terrible",1,0,0,1,0,0,0,1,0
I feel frustrated by how long it is taking to finish household tasks. 2.,0,1,1,0,0,1,0,0,0
I am stressing about school finals.,0,0,0,1,1,0,0,0,0
Self-isolating because of the COVID-19 has me stressed out.,0,0,0,1,0,0,1,0,1
My wife has been hiding something from me and I don't know what it is.,0,0,0,0,0,1,1,0,0
whenever i get really upset or really excited i dont eat.,0,1,0,1,0,0,0,0,1
I've been really worried about money since my hours got cut at work.,1,0,0,0,0,0,0,1,0
"school has been so hard, i cant keep up",0,0,0,0,1,0,0,0,1
Trying to buy groceries yet avoid people.,0,0,1,0,0,0,1,0,1
school has been recently. i want to make sure i graduate as soon as possible.,1,0,0,0,1,0,0,0,0
"honestly, everyday i get stress out.",0,0,1,1,0,0,0,0,0
"My body, especially my back, shoulders, and neck are really sore.",0,0,0,0,0,0,0,0,1
Both of us were sick that day and we were fussy and frustrated as we didn't know what to do and expect.,0,0,0,1,0,0,1,0,1
I either sleep too much or I'm up all night like I am now trying to find a way to make myself tired.,0,1,0,1,0,0,0,0,1
"hi friend, my job is stressing with making productivity, it seems to be their only focus",0,0,0,0,0,0,1,1,0
I'm having a hard time getting a job. This virus doesn't help with the job search.,1,0,0,1,0,0,1,1,0
"My problem is I suffer from having an extremely nosy family, especially a mother who doesn't know when butt out.",0,0,0,1,0,1,0,0,0
"As usual, she's very worried about my health and work.",0,0,0,0,0,1,1,1,1
"My body aches from tossing and turning all nightm waking up, falling asleep, waking up, falling asleep, when i finally slept i had more of those lucid nightmares.",0,0,0,0,0,0,0,0,1
"I am too keyed up an distractable, all the time, terrified about everything I haven't done that I should do.",0,0,1,1,0,0,0,0,0
the management of my work place insults my new idea about a project,0,0,0,0,0,0,1,1,0
my crazy childrens father.,0,1,0,0,0,1,1,0,0
what is my problem? I'm getting sick of my routines lately.,0,1,1,1,0,0,0,0,0
this bumper to bumper traffic is driving me nuts. will it ever move?,0,1,1,0,0,0,0,1,0
I starting to feel a more or less stress over my assignments and it's kind of like I've completely no space for myself.,0,1,0,1,1,0,0,1,0
Then she complaints of having pain on her shoulder and all.,0,0,0,0,0,1,1,0,1
i would say this supervisor at work,0,1,0,0,0,0,0,1,0
my boss is a bad person.,0,1,0,1,0,0,0,1,0
"Omg it's the damn Covid-19, I basically have no job and very little money :(",1,0,0,0,0,0,0,1,0
i just got my student loan bill and i don't know how i'm going to pay this.,1,0,0,0,1,1,0,0,0
Well I am not enjoying my work at the time because things are slow and layoffs may come.,1,0,0,0,0,0,0,1,0
Oh yea I have been dealing with the ex not wanting to come and pick the kids up .,0,0,0,0,0,1,1,0,0
"school work, life, choices",0,0,1,0,1,0,0,1,0
" Ive thought about it a lot, and I just can't afford it this time around.",1,0,1,1,0,1,0,0,0
"stressing about my upcoming taxes, since i don't know how much i'll have to pay.",1,1,0,0,0,1,0,0,0
"So, just put the pieces together that the ex has a new girlfriend.",0,1,0,0,0,0,1,0,0
i am anxious about whether my son is going to get a job offer.,0,0,0,1,0,1,0,1,0
"Lorraine, who I work with, her son does not have money saved up.",1,0,0,0,0,0,1,1,0
I am having some trouble readjusting to school.,0,0,0,0,1,0,0,0,0
"You, um, seem to have gained a bit of weight there, c3po.",0,1,0,0,0,0,0,0,1
this problem at work has been driving me crazy if you have a minute,0,1,0,0,0,0,1,1,0
"on top of that, I am even more frightened to think that my family will end it for me.",0,0,0,0,0,1,0,0,0
"Yeah, i dont spend a lot of time with my family and i feel bad.",0,0,0,1,0,1,0,0,0
"I seriously rocked out hard core until I had a huge headache, and felt like I was gonna pass out.",0,1,0,0,0,0,0,0,1
she was cring about how Maranda is sick and how her mom does not treat her right and all that cal.,0,0,0,1,0,1,1,0,1
it's really hard for me to write now since i'm so tired... i had a meet today.,0,1,0,0,1,0,0,1,1
Just not knowing the future and whether or not i will be able to work,1,0,0,1,0,0,0,1,0
"just not enough time in the day, so many things to do!",0,1,1,1,0,0,0,0,0
My roommates and I aren't exactly friendly with our neighbors.,0,0,0,0,1,0,1,0,0
I mean talk about feeling like shit everyday !,0,1,1,0,0,0,0,0,1
my boss and i have not been getting along very well.  she's being unreasonable,0,0,0,0,0,0,1,1,0
"Monday I have Grad. practice during the day, Tuesday is Graduation and I am supposed to start work on Wednesday.",0,0,0,1,1,0,0,1,0
im super stressed about everything and my life just doesnt make sense.,0,1,1,1,0,0,0,0,0
i applied for disability awhile back and i got a denial letter in the mail today.,1,0,0,1,0,0,0,1,1
OK big problem with working today..,0,1,0,0,0,0,0,1,0
I am stressed about whether or not I will be attending school in person.,0,0,0,1,1,0,0,0,0
That's why I felt so sad because I'm not keeping up with my daily readings.,0,1,1,1,1,0,0,0,0
I am unable to travel to see family,0,0,0,1,0,1,1,0,0
my job. i just wish my boss would give me the money i need.,1,1,0,0,0,0,0,1,0
"The fever, the headache, now the toothache which all leads to heart ache.",0,0,0,1,0,0,1,0,1
That means that I'm majorly stressed out with everything going on in my life.,0,1,1,1,0,0,0,0,0
The pandemic is causing me a great deal of stress.,0,1,0,1,0,0,0,0,1
i have been stressed about live and planning a future after graduation from college,0,1,1,0,1,0,0,1,0
Too much stress building upon me and like I don't know what else to do anymore.,0,1,0,1,0,0,1,0,1
Working at home with the kids 24/7!!!,0,0,0,1,0,1,0,1,0
i have been stressed about finding a way to work from home.,1,0,1,0,0,0,0,1,0
talking to you,0,1,0,0,0,0,1,0,0
trying to afford all these christmas presents.,1,0,0,0,0,1,0,0,0
It's even more difficult when I feel trapped because I don't know where to go with my career.,0,1,1,1,0,0,0,1,0
just been a long day at work and got into a fight there,0,0,0,1,0,0,1,1,0
my financial situation,1,1,0,0,0,0,0,0,0
I am very worried about my mother.,0,0,0,1,0,1,0,0,0
IM REALLY HUNGRY AND THERES NO FOOD LEFT IN MY HOUSE CAUSE I ATE JUST ABOUT UH..ALL OF IT?,0,1,1,0,0,0,0,0,1
my mom lost her job today.,1,0,0,0,0,1,0,1,0
I have to go back to school tomorrow so I dont know how fast my chapters will be up!,0,1,0,0,1,0,0,0,0
work has been tiring me out.,0,0,0,0,0,0,0,1,1
i'm sore. my body aches.,0,0,0,0,0,0,0,0,1
My parents were driving me insane about their friggin hardwood floor in the living room.,0,0,0,0,0,1,0,0,0
i am stressed about money and work,1,0,0,0,0,1,0,1,0
the holiday dinner and my family fighting over time and location.,0,0,1,1,0,1,1,0,0
The Covid-19 Virus affecting our world where we can't go outside.,0,0,1,1,0,0,1,0,1
"The Corona Virus, this is a scary thing.",0,1,0,1,0,0,0,0,1
hes always complaining about how he isnt happy with his home life.,0,1,0,1,0,1,1,0,0
I'm debilitated by my midterms and Dennis and I haven't been on the same page lately.,0,0,0,1,1,0,1,0,0
just a regular day,0,1,1,0,0,0,0,0,0
selling my house,1,1,0,0,0,0,1,0,0
i've been worrying about how to regain control over my father's house.,0,1,0,1,0,1,0,0,0
"finally today the headache, fever, swollen glands, sore throat, achy muscle crap started.",0,0,0,0,0,0,0,0,1
well we are still trying to get funding before we don't make payroll,1,0,0,0,0,0,0,1,0
The riot and vandalism on our street last Sunday night.,0,1,0,1,0,0,0,0,0
feeling overwhelmed,1,0,1,0,0,1,1,0,1
I'm stressed right now trying to get the last bit of school stuff taken care of.,0,0,0,0,1,0,0,0,0
car,0,1,0,0,0,0,0,0,0
"Sometimes, I find family activities boring and have difficulty following family rules that don't make sense to me.",0,0,0,0,0,1,0,0,0
My sister works in a hospital and I worry she may get coronavirus,0,0,0,1,0,1,0,1,1
it would seem that Drunk Neighbor Girl is permanently embarrassed by my presence.,0,1,0,0,0,0,1,0,0
the following are the things that i'm currently stressed about: a) screwing up this week's vacation.,0,1,1,1,0,0,0,0,0
"I'm still struggling, dealing with periods of ups and downs that make it difficult to focus sometimes.",0,1,1,1,0,0,0,0,1
we are not in good terms wish my dad since last week.,0,0,0,0,0,1,1,0,0
my ex boyfriends exgirlfriends friend.,0,1,0,1,0,0,1,0,0
once again i'm gonna go on ranting that i have not enough time and theres just so much to do.,1,1,1,1,0,0,0,0,0
"A lot of my hair has been falling out, and I'm afraid I'll go bald.",0,0,0,1,0,0,0,0,1
Last nite when I was out with Ryan having dinner I kept thinking about how I feel out of place being here in SJ.,0,1,1,1,0,0,1,0,0
"Just the place overall the constant expectations, and leadership changes",0,0,0,1,0,0,1,1,0
oh just some stuff,0,1,1,0,0,0,0,0,0
We had a great talk about interactions and how she is no longer going to tolerate people that don't help with her getting better.,0,1,0,1,0,0,1,0,0
I have been stressing out about trying to get my son to do his homework.,0,0,0,0,1,1,1,0,0
just money honestly! you know how it is,1,1,0,0,0,0,0,0,0
clearly he was cheating on his girlfriend.,0,1,0,0,0,1,1,0,0
Today's weird. I think I've just been in kind of a rut lately.,0,1,1,1,0,0,0,0,0
"She was a little upset because she knows how some people get when they get boyfriends, and she was scared of losing our friendship.",0,0,0,1,0,0,1,0,0
"i already had to cancel my classes tomorrow, which is no good for a poor teacher like me.",1,0,0,0,1,0,0,1,0
i'm sorry jr is in jail.,0,1,0,1,0,0,1,0,0
"I was barely able to maintain any retail shows, and thats where the serious money is.",1,0,1,0,0,0,0,1,0
We haven't seen each other in almost a week and he was worried when he called work and couldn't get me,0,1,0,0,0,0,1,1,0
a lot to do at work right now,0,0,0,0,0,0,0,1,0
I'm not either! I have my own severe issues and my own overwhelming problems going on that cripple me to some extent.,0,1,1,1,0,0,0,0,1
He is writing his thesis.,0,1,0,0,1,0,0,0,0
i feel like my groin strain is getting worse.,0,0,0,0,0,0,0,0,1
"What do you do when a friend is hurting, especially because a partner breaking up with him?",0,0,0,1,0,1,1,0,0
"Okay, so Im bad at updating. I cant update everyday cause sometimes i just dont have anything to say.",1,1,0,1,0,0,0,1,0
Im stressed out by this coronavirus.,1,0,1,0,0,0,0,0,1
I hate the Y. I always have to work soo much and I never have time to do anything.,0,0,1,0,0,0,0,1,1
But now my lower back hurts from standing for 4 hours.,0,0,0,0,0,0,0,0,1
can we meet for coffee so i can talk to you?,0,1,0,0,0,0,0,0,0
I am so tired I like can't wake myself up.,0,0,1,0,0,0,0,0,1
The amount of shifts I have to cover at work due to people calling out.,0,0,0,0,0,0,0,1,0
I feel that i have alot of work pile that i am suppose to finish by weekend,0,0,0,0,0,0,0,1,0
"It's not fair to me, her, or my husband and children.",0,1,0,1,0,1,1,0,0
So much work to do today it's retarded.,0,0,0,1,0,0,1,1,0
All this school work is driving me crazy.,0,0,0,0,1,0,0,0,0
I am stressed about new job which I recently started 2 months ago.,0,0,0,1,0,0,1,1,0
not making enough money,1,0,0,0,0,0,0,1,0
not having enough money to give my wife the things she wants.,1,0,0,0,0,0,0,0,0
Something about the repetitive nature of my job leaves me severely lacking in brain capacity by the end of the day.,0,0,0,0,0,0,0,1,1
I think it is because I have been sick for four days so I have not been able to workout.,0,0,0,0,0,0,0,1,1
"I woke up today with this pulsating, pounding, thrushing migraine that I thought was nearly going to kill me.",0,0,0,0,0,0,0,0,1
I didn't have as much money saved as I'd have liked.,1,1,0,0,0,0,0,0,0
my roommate,0,1,0,0,0,0,1,0,0
I'm attending a dinner party tomorrow night and I'm completely stumped for what to give as a gift to the hostess.,0,1,0,0,0,0,1,0,0
Like.. I feel like I absolutely cannot relax if there's something that needs to be done around the house.,0,1,1,1,0,0,0,0,0
Losing my job and not being able to apply for unemployment in my state.,1,0,1,1,1,0,0,1,0
"When your really hurting, the brain doesn't really work very well.",0,0,0,0,0,0,0,0,1
"No matter how hard I try, I just can't get enough time in the day to do everything.",0,1,1,0,0,0,0,0,0
My parents couldn't get me off the thing.,0,1,0,0,0,1,0,0,0
being back at work,0,1,0,0,0,0,0,1,1
I got in an accident.,0,1,0,1,0,0,0,0,1
i didn't get the position i want at work. they lied to me!,0,0,0,1,0,0,0,1,0
"my grandmother is not doing well, and its staring to look like she has given up all together. and my whole family is fighting about what to do with her.",0,0,1,1,0,1,0,0,1
My life is kind of jumbled and confused and there are some lose ends I need to work out....,0,1,1,1,0,0,0,0,0
I have had a headache for almost a week.,0,0,0,0,0,0,0,0,1
So now I'm in this really shitty mood where I don't feel like I will or can do anything with my life.,0,0,1,1,0,0,0,1,1
The Covid-19 pandemic. I think a man who lives across the hall from me might have it.,0,0,0,1,0,0,1,0,1
Just been stressed with all the pandemic stuff going on.,0,1,1,0,0,0,0,0,1
"I feel like I hurt so much, my mind hurts, my emotions hurt.",0,0,0,1,0,0,0,0,0
im so scared for school coming up just cuz of the classes and shit.,0,0,0,0,1,0,0,0,0
OMG this corona virus thing has me stressing because now I can't work and am not getting,1,1,0,1,0,0,0,1,0
"friends are not the same for that matter, its relations of the heart that takes a toll on me.",0,0,0,1,0,0,1,0,0
can we meet and talk sometime?,0,1,0,1,0,1,0,0,0
I am very stressing about to stay home for a long time,1,0,0,1,1,0,1,0,0
my amount of credit card debt,1,0,0,0,0,0,1,0,0
"due to awkwardness and activity and break and such, i haven't been intimate with him in over 2 weeks.",1,1,0,1,0,0,1,0,0
So far my compy has been giving me problems.,0,1,0,0,0,0,0,1,0
I got really worried cause I dont have anymore practices until the meet.,0,1,0,0,1,0,0,0,0
"Man, all this reading for school is driving me crazy.",0,0,0,0,1,0,0,0,1
I am supposed to be working on an essay and studying for my Anabaptist history exam.,0,1,0,0,1,0,0,0,0
everytime i think something is done with i find out there's another problem to have to deal with.,0,1,1,0,0,0,0,1,0
"In the meantime it's all been STRESS STRESS STRESS! Both due to the long trip, and yet MORE health problems with my grandma.",0,1,0,1,0,1,1,0,1
She I think is jealous of me because of my dad and my relationship. Fuck her.,0,0,0,0,0,1,1,0,0
like totally depressed. dont wanna see or talk to anyone.,0,1,0,1,0,0,1,0,1
I mean its bad enough that I barely talk to my dad and when I try I feel like i bug him.,0,0,0,1,0,1,0,0,0
i am not making enough money to support my family.,1,0,0,0,0,1,1,1,0
i've been stressed out about work recently,0,0,0,1,0,0,0,1,0
I have been worrying about my daughter with medical needs catching this scary virus.,0,0,0,0,0,1,0,0,1
today i got in a fight with my dad.,0,0,0,0,0,1,0,0,0
i've been trying to quit smoking for the last 3 days.,0,0,0,1,0,0,0,0,1
I've been working too much and not spending enough time with my friends.,0,0,0,0,0,0,1,1,0
well i recently got by a truck and cnnot work.,0,0,0,0,0,0,0,1,1
kinda got in trouble with work...,0,0,0,0,0,0,0,1,0
My health has been so bad lately that I just couldn't do it.,0,0,0,1,0,0,0,0,1
I can't talk to Alicia because she is just as stressed out as me and we can't help eachother right now.,0,0,0,1,0,0,1,0,0
my work has been stressing me lately my friend. the current project is really demanding.,0,0,1,0,0,0,0,1,0
"I would tell them that I haven't been feeling very good about things, and I would tell t",1,0,1,1,0,0,0,0,1
family,1,1,0,0,0,1,0,0,0
i'm scared that i'm always going to make those mistakes.,0,0,1,1,0,1,1,0,0
I have been stressing about my my eating and my weight. Trying to meal plan is hard.,0,0,1,1,0,0,0,0,1
starting a new job has really stressed me out,0,0,0,0,0,0,0,1,0
I'm stressed about work,0,0,0,1,0,0,0,1,0
Now I need to start studying for my finals.,0,1,0,0,1,0,0,0,0
Having absolutley no idea what I want to do with my life.,1,1,1,1,1,1,0,0,0
"Every time I see them, though, they've declined in health even more.",0,0,0,1,0,1,1,0,1
People not taking this pandemic seriously.,0,1,0,1,0,0,1,0,1
"I've been worrying a lot lately, and I cannot talk about so many of those worries..",0,0,1,1,0,0,1,0,0
"Dude, I've been so worried about online classes LOL",0,1,0,0,1,0,0,0,0
my wife keeps bugging me.,0,0,0,0,0,1,0,0,0
"I'm quite afraid for uhmm going back to school..because that means exams are coming, and I'm terrified for exams.",0,0,0,0,1,0,0,0,0
Getting pretty more and more worn out for school and work recently.,0,0,0,0,1,0,0,1,1
Spending too much time at work and not enough time at home.,0,0,1,1,0,0,0,1,0
I just can't handle learning with the average joe asshole at my school.,0,1,0,0,1,0,0,0,0
We didnt know any better. or maybe it's just the fact that i miss all my friends so much.,0,0,0,1,0,0,1,0,0
"i had some landlord drama that im not too pleased with, and being back at my parents..and also being so very broke right now..",1,1,0,0,0,1,1,0,0
Work has actually been pissing me off lately.,0,1,0,0,0,0,0,1,0
i had difficulty making burritos,1,1,1,0,0,0,0,1,0
Hello! So yea Um. the other day i got in a fight with my dad,0,0,0,0,0,1,0,0,0
i feel bad for my mom i keep putting her through shit.,0,0,0,0,0,1,0,0,0
my relationship has been stressing me out.,1,0,0,1,0,1,1,0,0
I couldn't get up for classes.,0,0,0,1,1,0,0,0,1
"This week, however, has turned into one hell of a crazy week with everything piling up and my not have enough time.",0,1,1,0,0,0,0,0,0
mom is sick and in rehab,0,0,0,0,0,1,0,0,1
letsee i've been really bad recently overall with school work and such. .,0,0,0,0,1,0,0,1,0
Being in my house with my family just always make things negative.,0,0,0,0,0,1,0,0,0
"It's emotionally stressful being sick for this long, not to mention that being stuck at home every day by yourself gets old real fast.",0,0,0,1,0,0,0,0,1
"Went to Giant and spent money i didnt have but i didnt care, i needed some food.",1,1,0,1,0,0,0,1,0
"money is stressing me out lately, just not enough to go around",1,0,0,0,0,0,0,1,0
i've been stressed about my college major. is it right for me?,0,0,0,0,1,0,0,0,0
"I have a really big problem paying attention to homework now, it's like compulsive behavior that's tying my brain down.",0,0,0,1,1,0,0,0,0
my work/life balance aren't in line with each other,0,0,1,1,0,0,1,1,0
The usual stressor in my life.,0,1,1,0,0,0,0,0,0
i am so tired of being known as the bitch and i just keep losing friends.,0,0,0,0,0,0,1,0,0
i have been dealing with a lot of work stuff lately,0,0,0,0,0,0,0,1,0
The projection of the Coronavirus on the U.S. and the world. I need to work.,1,0,0,0,0,0,0,1,1
not much some i'm on vacation,0,1,0,0,0,0,0,0,0
"Trying to be a teacher, parent, and girl friend is stressful!",1,0,0,0,0,1,1,1,0
I worry too much about what people think of me18.,0,1,0,1,0,0,1,0,0
my dog is missing.,1,1,0,1,0,1,0,0,0
"It is hard to feel like I am accomplishing a lot at work because I feel we move so slowly, and my day feels so short.",0,1,0,0,0,0,0,1,0
my daughter wont pick up after herself even after numerous things taken away from her.,0,1,0,1,0,1,0,0,0
"Even if I know that I'm not going to die, I still freak out, and I can't calm myself down.",0,1,0,1,0,0,0,0,1
Ahh I've been feeling really down lately because I have all this shit going on.,0,1,1,1,0,0,1,1,0
what hasn't? mostly a sick pet though. it hurts to see his pain.,1,1,0,1,0,0,0,0,0
"My performance at work isn't so great these days, although I don't know if my boss notices.",0,1,0,0,0,0,0,1,0
i've been stressing a lot about school,0,1,0,1,1,0,0,0,0
I'm having problems sleeping again.,0,0,0,1,0,0,0,0,1
"Ohhh you know, just the impending doom of existential dread and uncertainty in the world",0,0,1,1,0,0,0,0,1
that's just because I so couldn't afford how much I spent.,1,0,0,0,0,0,0,0,0
The coronavirus and everyone's panicked behavior,0,1,0,1,1,0,0,1,1
i am taking 18 credits this semester.,0,0,0,0,1,0,0,0,0
aagh insurance company overdrafted my checking acccount in error and refuses to fix.,1,0,1,1,0,0,0,0,0
i have been stressed about my credit card debt.,1,0,0,1,0,0,0,0,0
let me give you a call.,0,1,1,0,0,0,0,0,0
Coronavirus.  I'm very scared of what it will do,1,1,0,1,0,0,0,1,1
"Today's the day, and I still don't know if I want to go for dinner with this guy.",0,0,1,1,0,0,1,0,0
"I think I've lost weight this week, its not healthy.",0,1,0,0,0,0,0,0,1
each day in school is more miserable than the last and i'm more behind on my work.,0,0,0,0,1,0,0,0,0
ew my mom was giving me a hard time about prociesum.,0,1,0,0,0,1,0,0,0
i've been super stressed about a doctor's appointment.,0,0,0,1,0,0,0,0,1
"I'm not sure if I'm just this unused to mornings now, or if the meatpuppet is upset about something.",0,1,0,1,0,0,0,0,0
"Overall I've felt farly lonely lately, also a bit concerned.",0,1,0,1,0,0,1,0,0
"I don't really know how to handle the situation, and it makes me anxious if I think about it too much.",0,1,1,1,0,1,0,0,1
"I am getting really fed up with my boyfriend, as he keeps pulling all sorts of crap on me.",0,0,0,1,0,1,1,0,0
my son moving into an apartment in this area.,0,1,0,0,0,1,1,0,0
im so stressed out w/ my parents and their opinions about things,0,0,0,0,0,1,0,0,0
"I've become so apathetic with my work lately, it's kind of scary.",0,0,0,1,0,0,0,1,0
i have no where to go. and nothing to soothe my nerves. and no REAL work to actually bury my nose in that i care about.,0,1,0,1,0,0,0,1,0
planning and decide on a common location for our friends group for a lunch or dinner.,0,1,1,0,0,0,1,0,0
work has been difficult. lots of issues with a project.,0,0,0,1,0,0,0,1,0
"i've been in a long-term, long-distance relationship with a woman who's 1000 miles away",0,1,0,1,0,1,1,0,0
"it makes me sad hearing about my friends and their disappointments, it makes me bad because i can't help them the way they need.",0,0,0,1,0,0,1,0,0
we might not get all the data entered by the deadline,0,1,1,0,0,0,0,1,0
parenting is so stressful! i hate being the bad guy and giving time outs!,0,0,1,1,0,1,0,0,0
My manager keeps stressing me out a work,0,0,0,0,0,0,1,1,0
"My boyfriend is no where to be found, and I've been having some personal issues with this whole Rachel thing.",0,0,0,1,0,0,1,0,0
"The virus has been on my mind quite a bit, but not too stressful!",0,1,1,1,0,1,0,0,0
i'm stressin more and more about school.,0,0,0,1,1,0,0,0,0
I had to talk to the owner to verify that he indeed wanted his cat put to sleep.. it was really sad.,0,1,0,1,0,0,1,0,1
i have really crappy teachers and i cant pay attention.,0,0,0,0,1,0,1,0,0
trying to stay above water in bills,1,1,0,0,0,0,0,0,0
"Lately school's been a drag. I've been doing much better,but it's been stressing me out, hardcore.",0,0,0,1,1,0,0,0,0
i was having chest pains the other day,0,0,0,0,0,0,0,0,1
We had to pack up everything in our living room because we had carpet cleaners coming.,0,1,1,0,0,0,0,0,0
There have a lots of bad new on the television,0,1,0,1,0,0,1,0,0
I would say that the coronavirus has been the number one stresser.,0,1,1,1,0,0,0,0,1
"Sadly, one of the kittens died the second night I had them",0,1,1,1,0,0,0,0,0
"Wtf, I am so overly emotional.",0,0,0,1,0,0,0,0,0
Both President Bush and other top administration officials have spoken in menacing terms about Iran in recent days.,0,1,0,1,0,0,0,0,0
All this Covid-19 stuff is really stressing me out.,0,0,0,1,0,0,0,0,1
work always has to come before relaxation,0,1,0,0,0,0,0,1,1
"it feels like i can't get out of this house, these days. obligation and paranoia and nerves caging me with threats of bodily harm.",0,1,0,1,0,0,0,0,1
I was very irritable yesterday.,0,1,0,1,0,0,0,0,0
its because i havent been sleeping properly and i am really stressed out from school stuff.,0,0,0,1,1,0,0,0,1
I feel like my life is one bad decision after the next.,0,0,1,1,0,1,1,0,0
I can't provide for them if I drop school.,1,0,0,0,1,1,0,0,0
being in the hospital for several days,1,0,0,0,0,0,0,0,1
i've been stressed out about my partner's health,0,0,1,0,0,1,1,0,1
 I have exams to study for and well it sucks but I have to finish my work.,0,0,1,0,1,0,0,1,0
school closing & how I will do my job,0,0,0,0,1,0,0,1,0
"It is sad that I have allowed myself to get so upset over school, my parents, my friends, that I have become sick.",0,1,0,1,1,1,1,0,1
my wash machine broke. another one is $499.,1,0,0,1,0,0,0,1,0
life is just to stressful to deal with.,0,1,1,1,0,0,0,0,1
My nagging girlfriend who is insecure with herslef.,0,0,0,1,0,0,1,0,0
"calm friend, everything will be fine, remember to stay calm",0,1,1,1,0,0,0,0,0
i spend my time a. being in school. b. doing homework for school. c. dreading the moment,0,1,0,1,1,0,0,0,0
"Work is unproductive, as usual.",0,1,0,0,0,0,0,1,0
"My mom was expressing a deep resentment of Mrs. Grier today, and what she appears to be doing to me.",0,0,0,0,1,1,1,0,0
i've been having some financial issues. all of my money is going straight to bills.,1,0,0,0,0,0,0,0,0
"i need to get shitfaced tomorrow i have no classes tomorrow, weee.",0,1,0,0,0,0,0,0,0
"i have just been stressed about work, thanks for asking.",0,0,0,0,0,0,0,1,0
a professor is driving me crazy.,0,0,0,0,1,0,0,0,0
hope to pay my everday bills,1,0,0,0,0,0,0,0,0
trying to keep up and pay down my credit card debts.,1,0,0,1,0,0,0,0,0
just stressing about money in general,1,0,0,0,0,0,0,0,0
"my mom was sick basically all last week so i had to help take care of her, and on top of that i was sick again too.",0,0,0,0,0,1,0,0,1
My health has been questionable as of late and I don't rest as well as I used to.,0,0,0,0,0,0,0,1,1
work and family,0,0,0,0,0,1,0,1,0
i just had this huge projects due and i had to so a speech about it!!,0,0,0,0,1,0,0,0,0
"Mum and Dad keep shouting at me, and I feel like I'm not doing things right, although I'm not really sure what I'm not doing right.",0,0,1,0,0,1,1,0,0
I call back and she tells me she's tired of calling and she needs someone who can be there.,0,1,0,1,0,0,1,0,1
trying to make the extra money for xmas gifts,1,0,0,0,0,0,0,0,0
The conversion of in person to online classes,0,1,0,0,1,0,1,0,0
work has been stressful with a lot of stock trading.,1,0,0,0,0,0,0,1,0
i have been sick so i feel so behind,0,0,1,1,1,0,0,1,1
"well my credit cards are ruining my credit, i need to pay them off to get a new place",1,0,0,1,0,1,0,0,0
the coronavirus situation taking away my gigs,1,0,0,0,0,0,0,1,0
"School is so stressing, and a lot of things have been goin down the drain for me.",0,1,0,1,1,0,0,0,1
i just discovered mold in the bathroom,1,1,1,0,0,0,0,0,1
school sux. no time to do anything. stuck on bus.,0,1,0,0,1,0,0,0,1
Being unemployed has been really stressful.,1,0,0,0,0,1,0,1,0
trump trying to start ww3,0,1,0,1,0,0,0,0,0
"All because he yelled at me, he was blaming me, it hurts, it really does.",0,0,0,0,0,1,1,0,1
"I'm tired of having to tell poeple that It's hard for me to trust them, or people.",0,0,0,1,0,0,1,0,0
Buying a home and figuring out how to pay for it,1,0,1,0,0,0,0,0,0
the problem is my family fucking sucks and is so goddamn poor that they are having trouble coming to pick me up.,1,0,0,0,0,1,0,0,0
"I'm tired and I am sick, both physically and mentally.",0,0,0,1,0,0,0,0,1
I had a nightmare about being back at work.,0,1,0,0,0,0,0,1,1
my dumbass bf has not been helping me with bills or anything,1,0,0,1,0,1,1,0,0
"omg this shit sucks, my brain is ready to explode.",1,1,1,1,0,0,0,1,0
work has been crazy!,0,0,0,0,0,0,0,1,0
my whole family has been battling the flu and strep.,0,1,0,0,0,1,0,0,1
i have been stressed out about my recent weight gain.,0,0,0,1,0,0,0,0,1
thats such a weight off marys shoulders cause shes been stressed about how to tell him and when.,0,1,0,1,0,1,1,0,1
i have been stressing out over paying my bills!,1,0,0,0,0,0,0,0,0
"So yes, my schedule was fucked up, thou not in the way i expected.",0,0,1,0,0,0,0,1,0
